time;x;y;z
2,714;-0,14;-0,33;0,51
2,715;-0,04;-0,34;0,51
2,716;0,00;-0,34;0,50
2,719;0,04;-0,33;0,51
2,721;0,06;-0,31;0,51
2,723;0,08;-0,30;0,51
2,729;0,11;-0,28;0,51
2,733;0,10;-0,28;0,51
2,734;0,11;-0,26;0,51
2,755;0,08;-0,27;0,50
2,757;0,07;-0,28;0,51
2,759;0,05;-0,30;0,50
2,760;0,04;-0,30;0,49
2,762;0,02;-0,31;0,49
2,763;-0,00;-0,32;0,47
2,783;-0,04;-0,32;0,46
2,784;-0,05;-0,32;0,45
2,785;-0,10;-0,32;0,42
2,786;-0,12;-0,32;0,40
2,788;-0,15;-0,32;0,41
2,793;-0,16;-0,31;0,40
2,811;-0,16;-0,28;0,40
2,812;-0,17;-0,27;0,39
2,813;-0,17;-0,24;0,39
2,814;-0,16;-0,22;0,39
2,818;-0,12;-0,15;0,37
2,823;-0,09;-0,11;0,36
2,853;-0,07;-0,07;0,36
2,855;-0,04;-0,04;0,35
2,856;0,01;-0,01;0,34
2,857;0,06;0,04;0,33
2,859;0,12;0,05;0,29
2,864;0,18;0,09;0,27
2,865;0,30;0,13;0,19
2,866;0,35;0,16;0,18
2,888;0,40;0,19;0,15
2,890;0,45;0,20;0,14
2,890;0,46;0,22;0,13
2,891;0,46;0,20;0,11
2,895;0,45;0,22;0,10
2,896;0,45;0,21;0,10
2,915;0,41;0,14;0,08
2,916;0,40;0,11;0,07
2,917;0,39;0,04;0,05
2,918;0,38;-0,01;0,05
2,920;0,36;-0,07;0,03
2,923;0,35;-0,16;0,01
2,946;0,34;-0,24;-0,00
2,948;0,34;-0,31;-0,03
2,949;0,33;-0,41;-0,10
2,950;0,29;-0,43;-0,14
2,951;0,26;-0,41;-0,17
2,953;0,22;-0,38;-0,19
2,959;0,18;-0,35;-0,20
2,984;0,15;-0,31;-0,20
2,985;0,11;-0,26;-0,19
2,986;0,04;-0,12;-0,16
2,987;0,02;-0,07;-0,14
2,988;0,01;0,01;-0,11
2,989;-0,02;0,06;-0,08
2,993;-0,04;0,12;-0,04
3,014;-0,06;0,17;-0,02
3,015;-0,08;0,20;-0,01
3,016;-0,09;0,19;0,00
3,017;-0,11;0,14;0,01
3,019;-0,09;0,07;0,00
3,023;-0,07;-0,04;-0,05
3,054;-0,03;-0,16;-0,09
3,055;0,05;-0,26;-0,13
3,056;0,10;-0,37;-0,20
3,057;0,16;-0,43;-0,26
3,058;0,19;-0,47;-0,32
3,059;0,19;-0,48;-0,46
3,060;0,15;-0,43;-0,50
3,079;0,10;-0,37;-0,50
3,080;0,05;-0,31;-0,50
3,081;-0,01;-0,24;-0,50
3,083;-0,06;-0,19;-0,46
3,084;-0,12;-0,14;-0,42
3,088;-0,16;-0,09;-0,37
3,094;-0,19;-0,04;-0,31
3,116;-0,22;-0,01;-0,30
3,117;-0,22;-0,01;-0,28
3,119;-0,22;0,01;-0,29
3,120;-0,23;0,00;-0,30
3,121;-0,23;-0,00;-0,33
3,124;-0,22;-0,00;-0,34
3,147;-0,19;-0,04;-0,36
3,149;-0,09;-0,13;-0,41
3,150;0,00;-0,19;-0,46
3,151;0,09;-0,24;-0,52
3,164;0,17;-0,31;-0,57
3,165;0,27;-0,39;-0,60
3,166;0,36;-0,42;-0,63
3,167;0,45;-0,43;-0,66
3,173;0,53;-0,44;-0,68
3,175;0,64;-0,36;-0,73
3,195;0,62;-0,28;-0,74
3,196;0,60;-0,20;-0,74
3,197;0,55;-0,11;-0,71
3,198;0,52;-0,02;-0,70
3,199;0,47;0,09;-0,67
3,221;0,41;0,18;-0,64
3,222;0,37;0,26;-0,60
3,223;0,28;0,39;-0,53
3,224;0,24;0,44;-0,49
3,226;0,19;0,46;-0,45
3,231;0,15;0,48;-0,41
3,250;0,12;0,47;-0,39
3,251;0,08;0,47;-0,36
3,252;0,07;0,44;-0,34
3,252;0,04;0,41;-0,33
3,253;0,01;0,32;-0,30
3,259;-0,01;0,29;-0,29
3,264;-0,02;0,24;-0,28
3,279;-0,05;0,21;-0,27
3,280;-0,06;0,18;-0,28
3,281;-0,07;0,15;-0,26
3,284;-0,08;0,12;-0,27
3,289;-0,09;0,10;-0,26
3,294;-0,10;0,11;-0,26
3,318;-0,09;0,11;-0,25
3,320;-0,09;0,13;-0,24
3,321;-0,10;0,14;-0,22
3,324;-0,07;0,16;-0,23
3,325;-0,07;0,18;-0,21
3,326;-0,05;0,18;-0,19
3,352;-0,05;0,19;-0,18
3,353;-0,00;0,16;-0,17
3,354;0,01;0,16;-0,15
3,355;0,02;0,15;-0,15
3,356;0,04;0,14;-0,16
3,357;0,03;0,15;-0,17
3,360;0,01;0,18;-0,19
3,385;0,02;0,12;-0,20
3,386;0,04;0,12;-0,21
3,387;0,05;0,12;-0,19
3,388;0,07;0,10;-0,21
3,389;0,10;0,08;-0,20
3,425;0,12;0,08;-0,21
3,426;0,14;0,11;-0,20
3,427;0,15;0,10;-0,20
3,429;0,16;0,15;-0,18
3,430;0,19;0,21;-0,13
3,431;0,17;0,24;-0,11
3,432;0,17;0,24;-0,07
3,434;0,17;0,28;-0,05
3,435;0,15;0,29;-0,02
3,435;0,14;0,33;-0,00
3,468;0,13;0,33;0,02
3,469;0,13;0,32;0,04
3,470;0,13;0,30;0,06
3,476;0,14;0,28;0,06
3,480;0,16;0,25;0,07
3,481;0,18;0,25;0,06
3,482;0,20;0,22;0,04
3,483;0,24;0,19;0,05
3,485;0,26;0,16;0,05
3,486;0,30;0,16;0,03
3,500;0,38;0,13;0,00
3,501;0,40;0,12;0,00
3,502;0,43;0,13;0,00
3,504;0,46;0,12;0,02
3,508;0,48;0,13;0,04
3,528;0,50;0,14;0,05
3,529;0,51;0,16;0,07
3,529;0,53;0,19;0,10
3,530;0,53;0,26;0,16
3,547;0,53;0,31;0,17
3,548;0,49;0,38;0,20
3,549;0,48;0,43;0,23
3,550;0,45;0,48;0,25
3,554;0,41;0,51;0,28
3,559;0,38;0,54;0,28
3,583;0,36;0,56;0,29
3,584;0,29;0,55;0,28
3,585;0,26;0,53;0,27
3,586;0,23;0,52;0,24
3,587;0,21;0,48;0,21
3,589;0,18;0,44;0,19
3,594;0,16;0,38;0,18
3,615;0,15;0,33;0,17
3,616;0,18;0,24;0,14
3,617;0,28;0,07;0,09
3,618;0,35;0,01;0,05
3,619;0,40;-0,01;0,02
3,624;0,44;-0,03;-0,03
3,629;0,45;-0,02;-0,07
3,649;0,45;-0,01;-0,09
3,650;0,41;0,03;-0,12
3,651;0,35;0,06;-0,11
3,659;0,20;0,19;-0,11
3,660;0,10;0,28;-0,07
3,661;0,01;0,36;-0,04
3,681;-0,10;0,46;-0,01
3,682;-0,21;0,55;0,03
3,683;-0,34;0,65;0,06
3,684;-0,45;0,73;0,08
3,685;-0,56;0,79;0,12
3,689;-0,69;0,86;0,18
3,695;-0,72;0,88;0,21
3,724;-0,75;0,87;0,21
3,726;-0,71;0,82;0,23
3,728;-0,65;0,75;0,23
3,729;-0,54;0,65;0,25
3,730;-0,44;0,53;0,25
3,732;-0,16;0,27;0,19
3,734;0,01;0,08;0,16
3,735;0,17;-0,09;0,16
3,757;0,36;-0,26;0,16
3,760;0,54;-0,37;0,16
3,763;0,70;-0,45;0,16
3,769;0,84;-0,51;0,15
3,771;0,93;-0,50;0,14
3,774;0,98;-0,37;0,17
3,775;0,94;-0,25;0,21
3,776;0,87;-0,09;0,26
3,801;0,75;0,05;0,32
3,802;0,63;0,21;0,38
3,803;0,52;0,33;0,44
3,804;0,38;0,46;0,52
3,805;0,25;0,54;0,58
3,806;0,04;0,62;0,70
3,809;-0,07;0,62;0,75
3,847;-0,15;0,59;0,76
3,848;-0,24;0,54;0,78
3,849;-0,31;0,48;0,79
3,850;-0,37;0,39;0,78
3,852;-0,40;0,31;0,74
3,853;-0,44;0,21;0,72
3,855;-0,49;0,03;0,64
3,856;-0,49;-0,06;0,60
3,857;-0,49;-0,12;0,54
3,859;-0,48;-0,17;0,52
3,884;-0,47;-0,22;0,48
3,885;-0,44;-0,24;0,47
3,886;-0,44;-0,23;0,45
3,887;-0,41;-0,22;0,43
3,889;-0,36;-0,17;0,41
3,894;-0,34;-0,14;0,40
3,896;-0,30;-0,10;0,41
3,923;-0,26;-0,07;0,40
3,925;-0,25;-0,03;0,40
3,926;-0,20;-0,01;0,40
3,927;-0,18;0,03;0,41
3,929;-0,15;0,04;0,39
3,930;-0,07;0,07;0,39
3,931;-0,04;0,07;0,39
3,952;0,00;0,07;0,38
3,954;0,01;0,05;0,37
3,955;0,04;0,03;0,38
3,956;0,06;0,01;0,38
3,957;0,08;-0,01;0,38
3,959;0,09;-0,06;0,37
3,984;0,08;-0,13;0,37
3,986;0,06;-0,15;0,36
3,987;0,03;-0,17;0,36
3,988;0,01;-0,18;0,34
3,989;-0,02;-0,19;0,34
