time;x;y;z
2,689;0,21;-0,33;-1,21
2,690;0,13;-0,40;-1,39
2,692;0,03;-0,47;-1,56
2,693;-0,05;-0,52;-1,67
2,694;-0,21;-0,71;-1,76
2,696;-0,22;-0,93;-1,74
2,697;-0,23;-1,06;-1,68
2,698;-0,23;-1,13;-1,55
2,699;-0,25;-1,20;-1,36
2,700;-0,30;-1,27;-1,20
2,722;-0,33;-1,26;-1,00
2,724;-0,38;-1,27;-0,80
2,725;-0,47;-1,20;-0,45
2,726;-0,55;-1,13;-0,30
2,727;-0,62;-1,06;-0,22
2,730;-0,73;-0,96;-0,15
2,737;-0,83;-0,76;-0,06
2,799;-0,90;-0,86;-0,05
2,807;-0,94;-1,02;-0,25
2,811;-0,99;-0,97;-0,46
2,814;-1,10;-0,80;-0,61
2,818;-1,11;-0,76;-0,59
2,823;-1,11;-0,82;-0,57
2,825;-1,14;-0,96;-0,59
2,827;-1,13;-1,09;-0,64
2,829;-1,15;-1,21;-0,71
2,831;-1,19;-1,29;-0,78
2,833;-1,22;-1,37;-0,81
2,835;-1,25;-1,55;-0,84
2,837;-1,24;-1,70;-0,84
2,839;-1,25;-1,76;-0,85
2,842;-1,23;-1,77;-0,78
2,844;-1,29;-1,79;-0,66
2,846;-1,31;-1,92;-0,54
2,847;-1,28;-2,10;-0,42
2,849;-1,04;-1,90;-0,20
2,850;-0,81;-1,70;-0,14
2,851;-0,61;-1,57;-0,06
2,852;-0,38;-1,48;0,02
2,854;-0,19;-1,35;0,06
2,857;-0,03;-1,20;0,10
2,881;0,08;-1,07;0,14
2,883;0,11;-1,04;0,13
2,884;0,03;-1,23;0,08
2,887;-0,08;-1,43;0,08
2,889;-0,21;-1,69;0,07
2,891;-0,33;-1,98;0,07
2,892;-0,45;-2,29;0,05
2,924;-0,60;-2,47;0,01
2,926;-0,70;-2,62;0,03
2,927;-0,78;-2,74;0,05
2,928;-0,93;-2,91;0,12
2,929;-0,99;-2,85;0,13
2,930;-1,01;-3,03;0,03
2,933;-1,02;-3,39;-0,12
2,934;-1,01;-3,83;-0,28
2,936;-0,98;-4,26;-0,40
