'TRAIN',-0.8391677,2.078167,9.801862,-0.15233281,0.004261058,0.0777643
'TRAIN',-1.1025299,1.8195933,9.859323,-0.25353295,-0.096939065,0.068176925
'TRAIN',-0.7386112,2.1404164,10.31901,-0.16298546,0.0063915867,-0.04261058
'TRAIN',-0.59495914,1.982399,10.323798,-0.10652645,0.03089267,0.011717909
'TRAIN',-0.48482585,1.8195933,10.443508,-0.06178534,0.13528858,-0.013848438
'TRAIN',-0.40821138,1.9440918,10.362105,0.043675844,0.13954964,-0.0127831735
'TRAIN',-0.51355624,1.8866309,10.065224,0.13315806,0.36325517,-0.043675844
'TRAIN',-0.8295909,2.0733786,9.208099,0.023435818,0.46552056,-0.08735169
'TRAIN',-1.1552023,2.3750482,9.662998,-0.0031957934,0.24074976,-0.004261058
'TRAIN',-1.4568717,2.0925324,9.835381,0.049002163,0.036218993,0.17257284
'TRAIN',-0.36511576,2.2026656,8.916007,-0.029827405,-0.18961707,0.25672874
'TRAIN',-1.5813702,2.2697031,9.782708,-0.14594123,0.014913702,0.314253
'TRAIN',-0.94451255,2.1164744,10.304645,-0.011717909,0.13209279,0.25672874
'TRAIN',-1.1360487,2.5617957,9.753978,-0.018109497,0.2034655,0.39414784
'TRAIN',-1.1695676,2.5378537,9.734824,-0.036218993,0.20772657,0.52837116
'TRAIN',-0.92057055,2.456451,10.0508585,-0.053263225,0.5209143,0.6892261
'TRAIN',-0.6619968,2.3319526,10.084377,-0.027696876,0.6135923,0.79894835
'TRAIN',0.027533319,1.5849615,10.409989,0.1587244,0.5113269,0.7094661
'TRAIN',-0.48961425,1.5179238,9.864111,-0.34514567,0.23329292,0.3206446
'TRAIN',-2.0697873,2.2361844,11.9614315,-0.5603291,0.58909124,-0.094808534
'TRAIN',-2.0027497,2.695871,13.177686,0.00958738,0.22796659,0.23755397
'TRAIN',-2.3714569,2.9783869,11.884817,0.44741106,-0.17789917,0.41438788
'TRAIN',-1.0737995,3.1411927,10.251971,0.21731395,-0.47617322,0.32490566
'TRAIN',-0.7338228,2.9879637,13.426683,0.19707392,-0.058589544,0.09054748
'TRAIN',-1.021127,2.0973208,12.847286,0.6860303,0.46871635,-0.05006743
'TRAIN',-3.0801406,2.9496565,11.133038,1.031176,0.3089267,-0.10972224
'TRAIN',-0.61411273,3.145981,8.37013,0.8490158,-0.13528858,-0.18002969
'TRAIN',-0.61411273,2.8634653,8.39886,0.39947417,-0.28655612,-0.31318775
'TRAIN',-1.5574282,3.2704794,8.441956,0.3930826,-0.5752428,-0.36005938
'TRAIN',-1.9835961,3.1794999,8.829816,0.41438788,-0.84688526,-0.44315
'TRAIN',-1.4089876,2.7246015,9.500193,0.45380265,-0.95234644,-0.45486793
'TRAIN',-0.7721301,3.1172507,10.85531,0.72970617,-1.0247844,-0.42184472
'TRAIN',0.63087213,4.6255975,11.48738,0.93423694,-0.8522116,-0.535828
'TRAIN',-1.5526398,3.8498764,12.512098,0.7190535,-0.57311225,-0.39840892
'TRAIN',-1.8064252,3.1603463,16.563087,0.89375687,-0.17470337,-0.20453078
'TRAIN',-0.93014735,2.528277,18.272547,2.1827269,0.008522116,0.05965481
'TRAIN',-1.3084313,2.3989902,15.883134,3.3225598,-0.039414786,0.2514024
'TRAIN',-1.5191209,2.054225,10.654198,3.9244342,-0.28655612,0.3323625
'TRAIN',-1.3275849,0.7230489,4.4723687,3.818973,-0.3291667,0.43675843
'TRAIN',-1.1408371,-0.24899697,0.8523358,3.5622444,-0.14594123,0.61678815
'TRAIN',-0.6955156,-2.3223755,-2.3558946,3.1649008,-0.21731395,0.7595336
'TRAIN',-0.30765492,-4.189853,-6.7133417,2.4479778,-0.7307714,1.0801781
'TRAIN',1.2868834,-3.3327289,-13.843274,1.8152106,-1.2314457,1.2559468
'TRAIN',0.22385786,0.023942016,-24.353819,0.7318367,-0.71798825,0.6562029
'TRAIN',-1.887828,9.045294,-33.700783,-1.433846,-1.0471549,0.06498113
'TRAIN',0.7553706,9.179369,-34.48608,-7.29067,-0.53263223,0.035153728
'TRAIN',1.0474633,-1.0342951,-5.2385135,-11.126687,1.1345067,0.68176925
'TRAIN',-0.7290344,-12.143391,39.225403,-8.224907,4.02883,1.7459685
'TRAIN',-2.112883,-11.113884,39.225403,-0.40586576,4.0266995,1.7310548
'TRAIN',-6.599617,-4.1132383,39.225403,7.390805,-0.26844665,0.7669904
'TRAIN',-0.45609543,-6.0716953,7.177817,8.233429,-2.4053671,-0.20559604
'TRAIN',0.25258827,-5.755661,-36.329617,5.3391056,-3.1467912,-0.16298546
'TRAIN',-0.044292733,0.4261679,-39.2266,2.102832,-2.49698,-0.17470337
'TRAIN',-3.027468,2.8203697,-39.2266,-5.993178,-1.7257284,0.101200126
'TRAIN',-1.2988545,-5.482722,-28.965052,-10.787933,-0.32277513,1.071656
'TRAIN',6.927623,-19.929335,39.225403,-8.084292,2.0602214,1.9057581
'TRAIN',9.455899,-16.79772,39.225403,0.20133498,3.6485307,0.9076053
'TRAIN',1.7705121,-7.575254,39.225403,7.765778,1.8461033,-0.294013
'TRAIN',-1.5574282,-8.121132,9.016563,7.370565,0.22583607,-0.7233146
'TRAIN',0.2908955,-0.8762778,-39.2266,4.685033,-0.88949585,0.02130529
