-1.6244658,1.3215994,11.334151,0.18109496,0.21837921,0.0958738
-1.2078748,1.5227122,11.722012,0.04580637,0.21731395,0.0010652645
-1.6005238,1.6950948,9.284714,-0.2876214,0.05539375,0.037284255
-0.6428431,1.0007763,9.083601,-0.08628642,-0.053263225,-0.022370555
-1.3611037,1.1587936,8.350976,0.06498113,-0.16831179,0.07137272
-1.1887212,1.5849615,11.827356,0.20985709,-0.16405073,0.05006743
-0.94930094,2.0159178,11.166556,0.04580637,-0.12037488,0.070307456
-0.4177882,1.9632454,9.811439,-0.080960095,0.13635385,0.0031957934
-0.5279215,1.5514427,8.408437,-0.15446335,0.22370553,0.029827405
-1.1935096,1.3838485,9.011775,-0.08841695,0.111852765,0.06711166
-1.6292542,1.0869676,11.243171,0.16085494,-0.10439592,0.11824436
-1.1839328,2.1691468,10.91756,0.16831179,-0.34301516,0.046871636
-0.3172317,2.0446482,10.477027,-0.07243799,-0.22370553,0.018109497
-0.073023155,1.8914193,8.973468,-0.20133498,0.2247708,0.020240024
-1.0067618,1.292869,8.475474,-0.11930962,0.3898868,0.07882957
-1.6244658,0.8714894,10.82658,0.20879184,0.28549087,0.11611383
-1.7202339,1.8148049,10.702082,0.09161274,-0.34621096,0.037284255
-1.1264719,1.934515,10.539276,-0.113983296,-0.386691,0.002130529
-0.3842694,1.4700398,9.725247,-0.12463594,0.068176925,0.002130529
-0.8822633,0.8331822,8.911219,-0.066046394,0.41545314,0.05752428
-1.3611037,1.2401965,10.70687,0.14061491,0.33981937,0.07989483
-1.6675615,1.5993267,10.419566,0.05752428,-0.15659387,0.04261058
-1.3802572,1.7190368,10.323798,-0.035153728,-0.3920173,0.022370555
-0.6332663,1.5131354,10.180145,-0.03195793,-0.111852765,0.018109497
-0.6619968,1.3934253,9.452309,-0.058589544,0.33662358,0.02130529
-1.0546459,1.4221559,10.443508,0.05752428,0.35792887,0.04474111
-1.5574282,1.9009962,9.907207,0.05006743,-0.113983296,0.053263225
-1.1647792,1.8435353,10.371682,-0.0127831735,-0.35579833,0.068176925
-0.7769185,2.0590134,9.993398,-0.0063915867,-0.113983296,0.033023197
-0.8726865,1.6807296,10.280702,-0.037284255,0.23542345,0.040480047
-1.2174516,1.7477672,10.204087,-0.017044231,0.34194988,0.05219796
-1.6531962,1.3982137,9.581595,-0.04580637,0.06178534,0.041545313
-1.7633295,1.4939818,10.089166,0.053263225,-0.20026971,0.041545313
-1.1312603,1.757344,9.56723,0.0031957934,-0.165116,0.00958738
-1.1264719,1.5275006,10.5680065,0.004261058,0.082025364,0.034088463
-0.9923966,1.6663644,10.611102,0.09374327,0.18216023,0.026631612
-1.2797008,1.8291701,9.509769,-0.066046394,0.04580637,0.0127831735
-1.0354922,1.70946,9.730036,-0.04580637,-0.06711166,0.0127831735
-1.0067618,1.3359646,9.586384,0.01917476,-0.10226539,0.037284255
-1.2078748,1.3790601,10.060435,0.029827405,-0.010652645,0.029827405
-1.2509704,1.5562311,11.15698,0.09054748,0.1438107,0.04474111
-0.82001406,1.8914193,10.524911,0.03089267,0.12996227,0.025566347
-1.0737995,1.7764976,9.255983,-0.14487597,0.08628642,0.03195793
-0.973243,1.364695,9.504981,-0.06498113,0.010652645,0.034088463
-1.3754689,1.3263878,9.313444,0.020240024,-0.13848437,0.05219796
-1.4281414,1.4269443,9.916783,0.02876214,-0.128897,0.039414786
-1.0881647,1.5370775,10.716447,0.099069595,0.015978966,0.037284255
-1.0450691,1.8148049,9.629479,-0.0127831735,0.1768339,0.013848438
-1.0690111,1.508347,8.99741,-0.11611383,0.21837921,0.023435818
-1.3467385,1.2449849,8.671799,-0.05752428,0.04474111,0.027696876
-1.6627731,1.3024458,9.461885,0,-0.20559604,0.0479369
-1.4425066,1.3311762,10.79785,0.08735169,-0.21092236,0.026631612
-1.2844892,1.484405,10.769119,0.066046394,0.07456851,0.010652645
